"No.","Time","Source","Destination","Protocol","Length","Info"
"2551","12.250324","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2552","12.250324","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2553","12.250631","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"2554","12.252891","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2555","12.252891","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2556","12.252891","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2557","12.252891","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2558","12.252891","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2559","12.252891","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2560","12.252891","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2561","12.252891","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2562","12.253197","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"2563","12.253296","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"2564","12.253370","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"2565","12.253763","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2566","12.253763","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2567","12.253763","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2568","12.253763","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2569","12.255282","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2570","12.255282","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2571","12.255282","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2572","12.255282","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2573","12.255282","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2574","12.255282","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2575","12.255282","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2576","12.255282","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2577","12.255519","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"2578","12.255765","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2579","12.255765","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2580","12.256993","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2581","12.256993","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2582","12.256993","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2583","12.256993","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2584","12.256993","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2585","12.256993","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2586","12.257151","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"2587","12.258537","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2588","12.258537","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2589","12.258537","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2590","12.258537","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2591","12.258537","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2592","12.258537","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2593","12.258537","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2594","12.258537","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2595","12.258699","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"2596","12.260051","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2597","12.260051","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2598","12.260051","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2599","12.260051","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2600","12.260051","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2601","12.260051","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2602","12.260051","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2603","12.260051","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2604","12.260250","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"2605","12.260689","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2606","12.261883","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"2607","12.262593","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2608","12.262593","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2609","12.262593","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2610","12.262593","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2611","12.262593","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2612","12.262593","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2613","12.262593","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2614","12.262593","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2615","12.262593","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2616","12.262593","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2617","12.262901","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"2618","12.264293","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2619","12.264293","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2620","12.264293","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2621","12.264293","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2622","12.264293","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2623","12.264293","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2624","12.264293","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2625","12.264293","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2626","12.264293","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2627","12.266344","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2628","12.266344","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2629","12.266344","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2630","12.266344","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2631","12.266511","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"2632","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2633","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2634","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2635","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2636","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2637","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2638","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2639","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2640","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2641","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2642","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2643","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2644","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2645","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2646","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2647","12.269241","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2648","12.269595","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"2649","12.270049","192.168.1.8","118.98.109.79","UDP","82","54407  >  443 Len=40"
"2650","12.271517","192.168.1.8","118.98.109.79","UDP","78","54407  >  443 Len=36"
"2651","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2652","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2653","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2654","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2655","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2656","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2657","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2658","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2659","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2660","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2661","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2662","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2663","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2664","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2665","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2666","12.272251","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2667","12.272754","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"2668","12.272963","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2669","12.272963","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2670","12.272963","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2671","12.272963","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2672","12.273129","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"2673","12.274203","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2674","12.274203","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2675","12.274203","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2676","12.274203","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2677","12.274203","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2678","12.274203","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2679","12.274203","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2680","12.274203","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2681","12.275718","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2682","12.275718","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2683","12.275718","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2684","12.275718","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2685","12.275718","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2686","12.275718","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2687","12.275718","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2688","12.275718","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2689","12.275881","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"2690","12.279248","192.168.1.8","118.98.109.79","UDP","78","54407  >  443 Len=36"
"2691","12.298028","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2692","12.298028","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2693","12.298028","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2694","12.298028","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2695","12.298028","52.98.33.226","192.168.1.8","TCP","56","443  >  62046 [ACK] Seq=4622 Ack=1068 Win=63733 Len=0"
"2696","12.298028","52.98.33.226","192.168.1.8","TLSv1.3","513","Application Data"
"2697","12.298028","52.98.33.226","192.168.1.8","TLSv1.3","116","Application Data"
"2698","12.298028","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2699","12.298028","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2700","12.298028","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2701","12.298028","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2702","12.298028","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2703","12.298028","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2704","12.298190","192.168.1.8","52.98.33.226","TCP","54","62046  >  443 [ACK] Seq=2377 Ack=5143 Win=64819 Len=0"
"2705","12.298396","192.168.1.8","52.98.33.226","TLSv1.3","85","Application Data"
"2706","12.298616","192.168.1.8","118.98.109.79","UDP","77","54407  >  443 Len=35"
"2707","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2708","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2709","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2710","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2711","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2712","12.301510","52.98.33.226","192.168.1.8","TLSv1.3","85","Application Data"
"2713","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2714","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2715","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2716","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2717","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2718","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2719","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2720","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2721","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2722","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2723","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2724","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2725","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2726","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2727","12.301510","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2728","12.301922","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2729","12.302177","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2730","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2731","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2732","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2733","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2734","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2735","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2736","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2737","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2738","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2739","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2740","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2741","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2742","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2743","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2744","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2745","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2746","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2747","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2748","12.304839","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2749","12.305434","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2750","12.312954","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2751","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2752","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2753","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2754","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2755","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2756","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2757","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2758","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2759","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2760","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2761","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2762","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2763","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2764","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2765","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2766","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2767","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2768","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2769","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2770","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2771","12.316055","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2772","12.316816","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2773","12.317121","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2774","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2775","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2776","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2777","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2778","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2779","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2780","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2781","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2782","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2783","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2784","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2785","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2786","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2787","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2788","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2789","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2790","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2791","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2792","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2793","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2794","12.319700","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2795","12.320137","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2796","12.320577","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2797","12.320834","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2798","12.321374","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2799","12.321374","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2800","12.321374","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2801","12.321374","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2802","12.321374","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2803","12.321374","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2804","12.321374","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2805","12.321374","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2806","12.322627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2807","12.322627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2808","12.322627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2809","12.322627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2810","12.322627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2811","12.322627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2812","12.322627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2813","12.322627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2814","12.322899","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2815","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2816","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2817","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2818","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2819","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2820","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2821","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2822","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2823","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2824","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2825","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2826","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2827","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2828","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2829","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2830","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2831","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2832","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2833","12.325965","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2834","12.326348","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2835","12.326614","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2836","12.329636","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2837","12.329998","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"2838","12.330586","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2839","12.330586","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2840","12.330586","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2841","12.330586","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2842","12.330586","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2843","12.330586","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2844","12.331063","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2845","12.331063","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2846","12.334933","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2847","12.334933","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2848","12.334933","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2849","12.334933","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2850","12.334933","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2851","12.334933","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2852","12.334933","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2853","12.334933","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"2854","12.334933","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
