"No.","Time","Source","Destination","Protocol","Length","Info"
"298","2.102921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"299","2.102921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"300","2.102921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"301","2.102921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"302","2.102921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"303","2.102921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"304","2.106008","192.168.1.8","118.98.109.79","UDP","78","54407  >  443 Len=36"
"305","2.106521","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"306","2.106521","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"307","2.106521","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"308","2.107148","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"309","2.107148","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"310","2.107148","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"311","2.107148","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"312","2.107148","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"313","2.108055","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"314","2.108792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"315","2.108792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"316","2.108792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"317","2.108792","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"318","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"319","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"320","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"321","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"322","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"323","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"324","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"325","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"326","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"327","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"328","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"329","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"330","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"331","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"332","2.111529","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"333","2.111873","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"334","2.112215","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"335","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"336","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"337","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"338","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"339","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"340","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"341","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"342","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"343","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"344","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"345","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"346","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"347","2.113865","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"348","2.114206","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"349","2.114567","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"350","2.116094","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"351","2.116094","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"352","2.116094","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"353","2.116094","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"354","2.116094","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"355","2.116094","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"356","2.116094","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"357","2.116094","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"358","2.116094","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"359","2.116094","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"360","2.116094","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"361","2.116094","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"362","2.116449","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"363","2.116726","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"364","2.117059","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"365","2.117059","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"366","2.117059","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"367","2.117059","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"368","2.117059","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"369","2.118247","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"370","2.118247","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"371","2.118247","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"372","2.118247","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"373","2.118247","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"374","2.118414","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"375","2.119288","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"376","2.119588","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"377","2.120808","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"378","2.120808","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"379","2.120808","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"380","2.120808","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"381","2.120808","118.98.109.79","192.168.1.8","UDP","511","443  >  54407 Len=469"
"382","2.122910","192.168.1.8","118.98.109.79","UDP","76","54407  >  443 Len=34"
"383","2.521918","192.168.1.8","172.217.194.94","TCP","55","59483  >  443 [ACK] Seq=1 Ack=1 Win=65340 Len=1 [TCP segment of a reassembled PDU]"
"384","2.542263","172.217.194.94","192.168.1.8","TCP","56","443  >  59483 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"385","3.459594","192.168.1.8","172.253.118.91","UDP","818","55071  >  443 Len=776"
"386","3.494684","172.253.118.91","192.168.1.8","UDP","73","443  >  55071 Len=31"
"387","3.495409","172.253.118.91","192.168.1.8","UDP","120","443  >  55071 Len=78"
"388","3.495785","192.168.1.8","172.253.118.91","UDP","80","55071  >  443 Len=38"
"389","3.497054","172.253.118.91","192.168.1.8","UDP","68","443  >  55071 Len=26"
"390","3.511810","192.168.1.8","172.253.118.91","UDP","75","55071  >  443 Len=33"
"391","3.524847","172.253.118.91","192.168.1.8","UDP","68","443  >  55071 Len=26"
"392","3.850812","13.228.125.100","192.168.1.8","TCP","54","443  >  61990 [FIN, ACK] Seq=1 Ack=1 Win=31314 Len=0"
"393","3.850873","192.168.1.8","13.228.125.100","TCP","54","61990  >  443 [ACK] Seq=1 Ack=2 Win=64534 Len=0"
"394","4.047153","192.168.1.8","172.217.194.102","UDP","1288","54830  >  443 Len=1246"
"395","4.047332","192.168.1.8","172.217.194.102","UDP","234","54830  >  443 Len=192"
"396","4.048455","52.197.160.189","192.168.1.8","TCP","54","443  >  61997 [FIN, ACK] Seq=1 Ack=1 Win=28896 Len=0"
"397","4.048502","192.168.1.8","52.197.160.189","TCP","54","61997  >  443 [ACK] Seq=1 Ack=2 Win=64716 Len=0"
"398","4.069991","172.217.194.102","192.168.1.8","UDP","69","443  >  54830 Len=27"
"399","4.093234","172.217.194.102","192.168.1.8","UDP","67","443  >  54830 Len=25"
"400","4.099401","192.168.1.8","172.217.194.102","UDP","75","54830  >  443 Len=33"
"401","4.262934","172.217.194.102","192.168.1.8","UDP","463","443  >  54830 Len=421"
"402","4.263469","192.168.1.8","172.217.194.102","UDP","77","54830  >  443 Len=35"
"403","4.264521","172.217.194.102","192.168.1.8","UDP","76","443  >  54830 Len=34"
"404","4.264521","172.217.194.102","192.168.1.8","UDP","252","443  >  54830 Len=210"
"405","4.264785","192.168.1.8","172.217.194.102","UDP","75","54830  >  443 Len=33"
"406","4.308919","172.217.194.102","192.168.1.8","UDP","67","443  >  54830 Len=25"
"407","4.647033","52.2.129.173","192.168.1.8","TCP","54","443  >  61982 [FIN, ACK] Seq=1 Ack=1 Win=29283 Len=0"
"408","4.647098","192.168.1.8","52.2.129.173","TCP","54","61982  >  443 [ACK] Seq=1 Ack=2 Win=65309 Len=0"
"409","4.817200","192.168.1.8","172.253.118.91","UDP","1285","55071  >  443 Len=1243"
"410","4.817346","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"411","4.817402","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"412","4.817448","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"413","4.817491","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"414","4.817534","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"415","4.817624","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"416","4.817670","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"417","4.817716","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"418","4.817761","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"419","4.817815","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"420","4.817863","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"421","4.817907","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"422","4.817960","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"423","4.826297","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"424","4.826438","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"425","4.826491","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"426","4.826534","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"427","4.826576","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"428","4.826618","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"429","4.826660","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"430","4.826704","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"431","4.826746","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"432","4.826788","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"433","4.826830","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"434","4.826874","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"435","4.826917","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"436","4.826968","192.168.1.8","172.253.118.91","UDP","1292","55071  >  443 Len=1250"
"437","4.827015","192.168.1.8","172.253.118.91","UDP","1079","55071  >  443 Len=1037"
"438","4.839125","172.253.118.91","192.168.1.8","UDP","73","443  >  55071 Len=31"
"439","4.844759","172.253.118.91","192.168.1.8","UDP","68","443  >  55071 Len=26"
"440","4.845246","192.168.1.8","172.253.118.91","UDP","75","55071  >  443 Len=33"
"441","4.853642","172.253.118.91","192.168.1.8","UDP","68","443  >  55071 Len=26"
"442","4.857543","172.253.118.91","192.168.1.8","UDP","68","443  >  55071 Len=26"
"443","4.871807","172.253.118.91","192.168.1.8","UDP","68","443  >  55071 Len=26"
"444","4.871807","172.253.118.91","192.168.1.8","UDP","68","443  >  55071 Len=26"
"445","4.877107","172.253.118.91","192.168.1.8","UDP","68","443  >  55071 Len=26"
"446","4.886175","172.253.118.91","192.168.1.8","UDP","475","443  >  55071 Len=433"
"447","4.886175","172.253.118.91","192.168.1.8","UDP","147","443  >  55071 Len=105"
"448","4.886694","192.168.1.8","172.253.118.91","UDP","80","55071  >  443 Len=38"
"449","4.890259","192.168.1.8","35.201.71.81","UDP","1288","56576  >  443 Len=1246"
"450","4.890521","192.168.1.8","35.201.71.81","UDP","714","56576  >  443 Len=672"
"451","4.892186","192.168.1.8","172.253.118.91","UDP","75","55071  >  443 Len=33"
"452","4.911039","35.201.71.81","192.168.1.8","UDP","69","443  >  56576 Len=27"
"453","4.914788","172.253.118.91","192.168.1.8","UDP","68","443  >  55071 Len=26"
"454","4.934039","35.201.71.81","192.168.1.8","UDP","67","443  >  56576 Len=25"
"455","4.942075","192.168.1.8","35.201.71.81","UDP","75","56576  >  443 Len=33"
"456","4.948016","35.201.71.81","192.168.1.8","UDP","391","443  >  56576 Len=349"
"457","4.948630","192.168.1.8","35.201.71.81","UDP","77","56576  >  443 Len=35"
"458","4.989032","35.201.71.81","192.168.1.8","UDP","67","443  >  56576 Len=25"
"459","5.058652","18.140.168.9","192.168.1.8","TCP","54","443  >  59618 [FIN, ACK] Seq=32 Ack=1 Win=31523 Len=0"
"460","5.058710","192.168.1.8","18.140.168.9","TCP","54","59618  >  443 [ACK] Seq=1 Ack=33 Win=65309 Len=0"
"461","5.097093","18.224.227.3","192.168.1.8","TLSv1.2","78","Application Data"
"462","5.097093","18.224.227.3","192.168.1.8","TCP","54","443  >  62012 [FIN, ACK] Seq=25 Ack=1 Win=8150 Len=0"
"463","5.097159","192.168.1.8","18.224.227.3","TCP","54","62012  >  443 [ACK] Seq=1 Ack=26 Win=64282 Len=0"
"464","5.575486","35.213.12.39","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"465","5.575486","35.213.12.39","192.168.1.8","TCP","54","443  >  59609 [FIN, ACK] Seq=32 Ack=1 Win=63742 Len=0"
"466","5.575486","35.213.12.39","192.168.1.8","TLSv1.2","85","Encrypted Alert"
"467","5.575486","35.213.12.39","192.168.1.8","TCP","54","443  >  59606 [FIN, ACK] Seq=32 Ack=1 Win=63806 Len=0"
"468","5.575564","192.168.1.8","35.213.12.39","TCP","54","59609  >  443 [ACK] Seq=1 Ack=33 Win=64169 Len=0"
"469","5.575634","192.168.1.8","35.213.12.39","TCP","54","59606  >  443 [ACK] Seq=1 Ack=33 Win=64411 Len=0"
"470","7.133129","192.168.1.8","118.98.109.79","UDP","941","54407  >  443 Len=899"
"471","7.137631","118.98.109.79","192.168.1.8","UDP","71","443  >  54407 Len=29"
"472","7.140636","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"473","7.141627","118.98.109.79","192.168.1.8","UDP","166","443  >  54407 Len=124"
"474","7.141627","118.98.109.79","192.168.1.8","UDP","1287","443  >  54407 Len=1245"
"475","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"476","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"477","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"478","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"479","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"480","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"481","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"482","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"483","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"484","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"485","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"486","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"487","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"488","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"489","7.141627","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"490","7.142136","192.168.1.8","118.98.109.79","UDP","78","54407  >  443 Len=36"
"491","7.142463","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"492","7.143895","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"493","7.148823","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"494","7.148823","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"495","7.148823","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"496","7.148823","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"497","7.148823","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"498","7.148823","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"499","7.148823","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"500","7.148823","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"501","7.148823","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"502","7.148823","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"503","7.148823","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"504","7.149451","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"505","7.151161","192.168.1.8","118.98.109.79","UDP","75","54407  >  443 Len=33"
"506","7.154921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"507","7.154921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"508","7.154921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"509","7.154921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"510","7.154921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"511","7.154921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"512","7.154921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"513","7.154921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"514","7.154921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
"515","7.154921","118.98.109.79","192.168.1.8","UDP","1292","443  >  54407 Len=1250"
